starter_1,starter_2,starter_3,starter_1_type,starter_2_type,starter_3_type,avg_personalization_score,relationship_type,pair_id,profile_a_id,profile_b_id,compatibility_score
"Hello Russell! I'm looking for guidance as I Build company, and your background makes you the perfect person to learn from. Would you consider being a mentor?",Hello Russell! I saw that you work at Meta as a Senior Designer. I'm interested in Entertainment and would appreciate any insights you could share. Do you have 15 minutes for a coffee chat?,"Hi Russell! I came across your profile and was impressed by your work in Entertainment. I'm a CTO working on Build company, and thought we might have some interesting synergies. Would love to connect!",mentorship_request,question,collaboration,75.0,mentorship,7830b47240775970c4029cc3d5dec6e9_032472e9f5bb6844ea9d873f3c380eeb,7830b47240775970c4029cc3d5dec6e9,032472e9f5bb6844ea9d873f3c380eeb,60.21
"Hi Mark, I noticed you're hiring for COO. I know several talented Kubernetes professionals who might be a fit. Want me to send them your way?","Hello Mark, we seem to have similar backgrounds in Docker. I've been following developments in Docker and would enjoy exchanging ideas with someone in your position.","Mark, I'm trying to break into Telecommunications and noticed you've been successful there. What would you say was the most important factor in your career growth?",value_proposition,introduction,introduction,68.33333333333333,value_exchange,f99b5b0c42673ff1792e4cc44077b6c9_3ac0c7db83cb2d3c709e2e3094841397,f99b5b0c42673ff1792e4cc44077b6c9,3ac0c7db83cb2d3c709e2e3094841397,60.11
"Curtis, your career trajectory from early career to Senior Engineer is exactly the path I'm aiming for. Any chance you'd be willing to mentor someone earlier in their journey?","Hey Curtis, your background in Analytics and NLP is impressive. I'm working on projects in Retail and could use advice from someone with your expertise. Mind if I pick your brain?",Hey Curtis! Fellow Retail professional here. I noticed we both care about AWS. I'd love to connect and potentially collaborate.,mentorship_request,question,collaboration,76.66666666666667,mentorship,5d0c002d6917bd0ca8165d3c98ca133f_1c723bb59e82288d2faf4f41a355436b,5d0c002d6917bd0ca8165d3c98ca133f,1c723bb59e82288d2faf4f41a355436b,60.21
"Hi Molly, I noticed you're business advice. I have connections in Healthcare that might be helpful. Would you be interested in an intro?","Hello Molly, we seem to have similar backgrounds in React. I've been following developments in React and would enjoy exchanging ideas with someone in your position.","Molly, I'm trying to break into Healthcare and noticed you've been successful there. What would you say was the most important factor in your career growth?",question,introduction,introduction,71.66666666666667,value_exchange,aefc0cb7347eab56b3f4c79041419212_9bbc956f0af92b246ebb156c80d3833c,aefc0cb7347eab56b3f4c79041419212,9bbc956f0af92b246ebb156c80d3833c,60.5
"Margaret, I see you're looking to clients. I've been through that process and learned a lot. Happy to share what worked for me if you're interested.",Hey Margaret! Fellow Consulting professional here. I noticed we both care about TypeScript. I'd love to connect and potentially collaborate.,"Hi Margaret, I see we both have experience with TypeScript. I'm curious how you've applied it at RapidGrow. Would you be willing to share your approach?",introduction,collaboration,question,71.66666666666667,value_exchange,4eba19f3f515a5c794f289408137b6d9_e29c4b9e649adde8dee1aab0cd29b04d,4eba19f3f515a5c794f289408137b6d9,e29c4b9e649adde8dee1aab0cd29b04d,60.29
"Hey William, your work in Real Estate is impressive. I could introduce you to some people in Real Estate who might be valuable connections. Interested?","Hello William, we seem to have similar backgrounds in TypeScript. I've been following developments in TypeScript and would enjoy exchanging ideas with someone in your position.",Hello William! I saw that you work at RapidGrow as a CTO. I'm interested in Real Estate and would appreciate any insights you could share. Do you have 15 minutes for a coffee chat?,value_proposition,introduction,question,75.0,value_exchange,274583c9b8190976a9a5d0d2db15c18b_218473972d7c75f008515b94fe15393a,274583c9b8190976a9a5d0d2db15c18b,218473972d7c75f008515b94fe15393a,60.5
"Katie, your career trajectory from early career to CEO is exactly the path I'm aiming for. Any chance you'd be willing to mentor someone earlier in their journey?","Hey Katie, your background in React and User Research is impressive. I'm working on projects in Media and could use advice from someone with your expertise. Mind if I pick your brain?",Hey Katie! Fellow Media professional here. I noticed we both care about React. I'd love to connect and potentially collaborate.,mentorship_request,question,collaboration,81.66666666666667,mentorship,2dfcf0520dae86ff02603ad140556303_4e5b661ae45e154b4b428a675a9fd891,2dfcf0520dae86ff02603ad140556303,4e5b661ae45e154b4b428a675a9fd891,60.0
"Hi Kristi, I noticed you're funding. I have connections in Education that might be helpful. Would you be interested in an intro?","Hello Kristi, we seem to have similar backgrounds in Google Cloud. I've been following developments in Google Cloud and would enjoy exchanging ideas with someone in your position.",Hello Kristi! I saw that you work at Stripe as a Senior Engineer. I'm interested in Education and would appreciate any insights you could share. Do you have 15 minutes for a coffee chat?,value_proposition,introduction,question,75.0,value_exchange,352fb2c893056eed59b6ec1fa31cf666_08c6720bc03fd3826b35eb80b85f7f40,352fb2c893056eed59b6ec1fa31cf666,08c6720bc03fd3826b35eb80b85f7f40,60.06
"Hey Sarah, your work in Entertainment is impressive. I could introduce you to some people in Entertainment who might be valuable connections. Interested?","Hi Sarah! I came across your profile and was impressed by your work in Entertainment. I'm a Principal Engineer working on Strategic role, and thought we might have some interesting synergies. Would love to connect!","Sarah, I'm trying to break into Entertainment and noticed you've been successful there. What would you say was the most important factor in your career growth?",value_proposition,collaboration,introduction,75.0,value_exchange,62db0a72eccc0d2626da6c6b8253d34b_1500c14ac01203451a99f40d01c3a97e,62db0a72eccc0d2626da6c6b8253d34b,1500c14ac01203451a99f40d01c3a97e,60.5
"Hi James, I'm 19 years into my career in Media and would love to learn from someone with your experience. Would you be open to an occasional mentorship chat?",Hello James! I saw that you work at GrowthTech as a Senior Product Manager. I'm interested in Media and would appreciate any insights you could share. Do you have 15 minutes for a coffee chat?,"Hi James, your experience with Google Cloud caught my eye. I think there might be valuable insights we could share given our complementary backgrounds.",question,question,question,80.0,mentorship,c0047044d22728a905a2662d081a0bf7_468cfc5e5fb407f2548fc753b90129a8,c0047044d22728a905a2662d081a0bf7,468cfc5e5fb407f2548fc753b90129a8,60.67
"Hi David, I'm 15 years into my career in Healthcare and would love to learn from someone with your experience. Would you be open to an occasional mentorship chat?","David, I'm trying to break into Healthcare and noticed you've been successful there. What would you say was the most important factor in your career growth?","Hello David, we seem to have similar backgrounds in Photoshop. I've been following developments in Photoshop and would enjoy exchanging ideas with someone in your position.",question,introduction,introduction,71.66666666666667,mentorship,3d7833ce44da4169084bf82b74de93ef_917c5d71b38734702e72ea65b1ef592a,3d7833ce44da4169084bf82b74de93ef,917c5d71b38734702e72ea65b1ef592a,60.5
"William, your career trajectory from early career to Chief Data Officer is exactly the path I'm aiming for. Any chance you'd be willing to mentor someone earlier in their journey?","Hey William, your background in C++ and Next.js is impressive. I'm working on projects in Transportation and could use advice from someone with your expertise. Mind if I pick your brain?","Hi William! I came across your profile and was impressed by your work in Transportation. I'm a Senior Product Manager working on Scale impact, and thought we might have some interesting synergies. Would love to connect!",mentorship_request,question,collaboration,76.66666666666667,mentorship,ea100fcefcfe951b11b91179b551eee7_354a42b48b020e9c73be40ca4114700e,ea100fcefcfe951b11b91179b551eee7,354a42b48b020e9c73be40ca4114700e,61.31
"Hey Joshua, your work in Telecommunications is impressive. I could introduce you to some people in Telecommunications who might be valuable connections. Interested?","Joshua, I see you're at NextGen - that's exciting! I'm working on something in the Telecommunications space and thought you might find it interesting. Open to connecting?","Joshua, I'm trying to break into Telecommunications and noticed you've been successful there. What would you say was the most important factor in your career growth?",value_proposition,collaboration,introduction,78.33333333333333,value_exchange,7c4e358b01ad80d94cfd413049b0ecbc_8140447317a81c54ab940e69761a792b,7c4e358b01ad80d94cfd413049b0ecbc,8140447317a81c54ab940e69761a792b,60.0
"Hi Jennifer, I'm 9 years into my career in Real Estate and would love to learn from someone with your experience. Would you be open to an occasional mentorship chat?","Hi Jennifer, I see we both have experience with Photoshop. I'm curious how you've applied it at ScaleUp. Would you be willing to share your approach?",Hey Jennifer! Fellow Real Estate professional here. I noticed we both care about Photoshop. I'd love to connect and potentially collaborate.,question,question,collaboration,75.0,mentorship,e7c4244e109fb88ea04b19ab851a999f_1f109477492b0221c8b6eb58103943d1,e7c4244e109fb88ea04b19ab851a999f,1f109477492b0221c8b6eb58103943d1,60.35
"Hey Samantha, your work in Entertainment is impressive. I could introduce you to some people in Entertainment who might be valuable connections. Interested?","Hi Samantha, your experience with AWS caught my eye. I think there might be valuable insights we could share given our complementary backgrounds.","Hi Samantha, I noticed you have 25 years of experience in Entertainment. I'm currently Exit strategy, and would love to learn from your experience. Would you be open to a quick chat?",value_proposition,question,question,76.66666666666667,value_exchange,b909f494dbb5aab294da84fc449b9249_eb3f5589a9c1b5b93e5cacdba519e53c,b909f494dbb5aab294da84fc449b9249,eb3f5589a9c1b5b93e5cacdba519e53c,60.9
"Hi Kristen, I'm 9 years into my career in Education and would love to learn from someone with your experience. Would you be open to an occasional mentorship chat?","Hi Kristen, I noticed you have 14 years of experience in Education. I'm currently Executive position, and would love to learn from your experience. Would you be open to a quick chat?",Hey Kristen! Fellow Education professional here. I noticed we both care about Angular. I'd love to connect and potentially collaborate.,question,question,collaboration,75.0,mentorship,eafab92879793972c11d6c155c1b64a0_cc0a8547fb578c942b5fe7bb28a11588,eafab92879793972c11d6c155c1b64a0,cc0a8547fb578c942b5fe7bb28a11588,60.67
"Scott, your career trajectory from early career to CEO is exactly the path I'm aiming for. Any chance you'd be willing to mentor someone earlier in their journey?","Hi Scott, I see we both have experience with Google Cloud. I'm curious how you've applied it at Stripe. Would you be willing to share your approach?","Hi Scott! I came across your profile and was impressed by your work in Media. I'm a CEO working on Exit strategy, and thought we might have some interesting synergies. Would love to connect!",mentorship_request,question,collaboration,71.66666666666667,mentorship,80381cb89fc58b8496d1b8c564c80bb9_48744252f160d4556ceb274260e9596f,80381cb89fc58b8496d1b8c564c80bb9,48744252f160d4556ceb274260e9596f,60.24
"Janet, your career trajectory from early career to Head of Product is exactly the path I'm aiming for. Any chance you'd be willing to mentor someone earlier in their journey?","Hi Janet, I noticed you have 24 years of experience in Education. I'm currently Build company, and would love to learn from your experience. Would you be open to a quick chat?","Hi Janet! I came across your profile and was impressed by your work in Education. I'm a Chief Data Officer working on Build company, and thought we might have some interesting synergies. Would love to connect!",mentorship_request,question,collaboration,71.66666666666667,mentorship,c85b56c40327f49a12a28e4ecfd0d607_ff3e264f4631f4301b4ce883042926d1,c85b56c40327f49a12a28e4ecfd0d607,ff3e264f4631f4301b4ce883042926d1,60.5
"Hi Donald, I'm 9 years into my career in Retail and would love to learn from someone with your experience. Would you be open to an occasional mentorship chat?",Hello Donald! I saw that you work at Meta as a Head of Product. I'm interested in Retail and would appreciate any insights you could share. Do you have 15 minutes for a coffee chat?,"Hi Donald, your experience with Angular caught my eye. I think there might be valuable insights we could share given our complementary backgrounds.",question,question,question,75.0,mentorship,3a7035077e3901be97af59b13e74ad61_90d05cc923f7161f2bff44051bdb5189,3a7035077e3901be97af59b13e74ad61,90d05cc923f7161f2bff44051bdb5189,60.43
"Hi Robert, I noticed you're business advice. I have connections in Telecommunications that might be helpful. Would you be interested in an intro?","Robert, I see you're at Meta - that's exciting! I'm working on something in the Telecommunications space and thought you might find it interesting. Open to connecting?","Robert, I'm trying to break into Telecommunications and noticed you've been successful there. What would you say was the most important factor in your career growth?",question,collaboration,introduction,78.33333333333333,value_exchange,d7b09ecff7159c01c0880d8e9b216783_3425ae2aa5e6863c3db08771704bfa7d,d7b09ecff7159c01c0880d8e9b216783,3425ae2aa5e6863c3db08771704bfa7d,60.35
"Hi Elizabeth, I'm 22 years into my career in Retail and would love to learn from someone with your experience. Would you be open to an occasional mentorship chat?","Elizabeth, I'm trying to break into Retail and noticed you've been successful there. What would you say was the most important factor in your career growth?","Hello Elizabeth, we seem to have similar backgrounds in Scikit-learn. I've been following developments in Scikit-learn and would enjoy exchanging ideas with someone in your position.",question,introduction,introduction,71.66666666666667,mentorship,aa471e15f4fca111b2ae84194ec9c74f_55aa4374343244622f598e538fd045f9,aa471e15f4fca111b2ae84194ec9c74f,55aa4374343244622f598e538fd045f9,62.24
"Mark, your career trajectory from early career to Senior Designer is exactly the path I'm aiming for. Any chance you'd be willing to mentor someone earlier in their journey?","Hi Mark, I see we both have experience with Docker. I'm curious how you've applied it at NextGen. Would you be willing to share your approach?","Hello Mark, we seem to have similar backgrounds in Docker. I've been following developments in Docker and would enjoy exchanging ideas with someone in your position.",mentorship_request,question,introduction,68.33333333333333,mentorship,ac3e7949789b99f7a844a746fdf7c0db_206c2e0c7b0eaf2a3f347d7bacd81c15,ac3e7949789b99f7a844a746fdf7c0db,206c2e0c7b0eaf2a3f347d7bacd81c15,60.5
"Hello Dale! I'm looking for guidance as I Scale impact, and your background makes you the perfect person to learn from. Would you consider being a mentor?","Hey Dale, your background in Product Management and Rust is impressive. I'm working on projects in Consulting and could use advice from someone with your expertise. Mind if I pick your brain?","Hello Dale, we seem to have similar backgrounds in React. I've been following developments in React and would enjoy exchanging ideas with someone in your position.",mentorship_request,question,introduction,73.33333333333333,mentorship,5feb7e78055488b7f1ae1f75f2a0cd9f_ce80d6fddb33551fca97ee7e8b508bf3,5feb7e78055488b7f1ae1f75f2a0cd9f,ce80d6fddb33551fca97ee7e8b508bf3,60.15
"Hello Susan! I'm looking for guidance as I Scale impact, and your background makes you the perfect person to learn from. Would you consider being a mentor?","Hey Susan, your background in Scikit-learn and Strategy is impressive. I'm working on projects in Technology and could use advice from someone with your expertise. Mind if I pick your brain?","Susan, I see you're at Apple - that's exciting! I'm working on something in the Technology space and thought you might find it interesting. Open to connecting?",mentorship_request,question,collaboration,80.0,mentorship,33e236ccabb4355bcaf81fa27955ea7d_84d2d6624cb1b4d3a54073c1f7d88d87,33e236ccabb4355bcaf81fa27955ea7d,84d2d6624cb1b4d3a54073c1f7d88d87,60.21
"Hello Dennis! I'm looking for guidance as I Build company, and your background makes you the perfect person to learn from. Would you consider being a mentor?",Hello Dennis! I saw that you work at Apple as a Senior Product Manager. I'm interested in E-commerce and would appreciate any insights you could share. Do you have 15 minutes for a coffee chat?,"Hi Dennis, your experience with Deep Learning caught my eye. I think there might be valuable insights we could share given our complementary backgrounds.",mentorship_request,question,question,71.66666666666667,mentorship,9dbc9a2ef18619973d8b691fff76bc58_949734c41852a03a3d3abebf53c5f479,9dbc9a2ef18619973d8b691fff76bc58,949734c41852a03a3d3abebf53c5f479,60.21
"Hi Daniel, I'm 17 years into my career in Real Estate and would love to learn from someone with your experience. Would you be open to an occasional mentorship chat?",Hello Daniel! I saw that you work at ScaleUp as a Director. I'm interested in Real Estate and would appreciate any insights you could share. Do you have 15 minutes for a coffee chat?,Hey Daniel! Fellow Real Estate professional here. I noticed we both care about Express.js. I'd love to connect and potentially collaborate.,question,question,collaboration,78.33333333333333,mentorship,6e8e36073e5fc50ebc5fe7f91e173b64_0be8763efb4fe3039c1eed3a0814352e,6e8e36073e5fc50ebc5fe7f91e173b64,0be8763efb4fe3039c1eed3a0814352e,60.25
"Hello Martin! I'm looking for guidance as I Advisory roles, and your background makes you the perfect person to learn from. Would you consider being a mentor?",Hello Martin! I saw that you work at NextGen as a Senior Product Manager. I'm interested in E-commerce and would appreciate any insights you could share. Do you have 15 minutes for a coffee chat?,"Hi Martin! I came across your profile and was impressed by your work in E-commerce. I'm a Head of Product working on Advisory roles, and thought we might have some interesting synergies. Would love to connect!",mentorship_request,question,collaboration,75.0,mentorship,7d3a51f1fbe5db87a0e167083b1261e0_54940cc83bdad29de360c0ba8d6048b2,7d3a51f1fbe5db87a0e167083b1261e0,54940cc83bdad29de360c0ba8d6048b2,60.88
"Hello Michelle! I'm looking for guidance as I Exit strategy, and your background makes you the perfect person to learn from. Would you consider being a mentor?","Hi Michelle, I see we both have experience with Google Cloud. I'm curious how you've applied it at Airbnb. Would you be willing to share your approach?","Hi Michelle! I came across your profile and was impressed by your work in Technology. I'm a COO working on Exit strategy, and thought we might have some interesting synergies. Would love to connect!",mentorship_request,question,collaboration,71.66666666666667,mentorship,d1b9d5169cec3342fd16c85036c4c569_82214cf8351db8fd731e9983bb1269a2,d1b9d5169cec3342fd16c85036c4c569,82214cf8351db8fd731e9983bb1269a2,60.67
Hello Laurie! I saw you need help with technical expertise. I've worked on speaking opportunities for 13 years and would be happy to share insights. Let's connect?,"Hello Laurie, we seem to have similar backgrounds in JavaScript. I've been following developments in JavaScript and would enjoy exchanging ideas with someone in your position.",Hello Laurie! I saw that you work at Netflix as a Senior Designer. I'm interested in E-commerce and would appreciate any insights you could share. Do you have 15 minutes for a coffee chat?,question,introduction,question,76.66666666666667,value_exchange,94797e5e6020e8e4160f01e32516ad73_b8a56a610ec6b8e4f4431941e5980081,94797e5e6020e8e4160f01e32516ad73,b8a56a610ec6b8e4f4431941e5980081,61.1
"Hello April! I'm looking for guidance as I Build company, and your background makes you the perfect person to learn from. Would you consider being a mentor?","Hi April, I see we both have experience with Photoshop. I'm curious how you've applied it at GrowthTech. Would you be willing to share your approach?","Hi April, your experience with Photoshop caught my eye. I think there might be valuable insights we could share given our complementary backgrounds.",mentorship_request,question,question,83.33333333333333,mentorship,11125748543d81fec0864b447f633a87_f11dcdd8731f1e3d5109c45cd689aa25,11125748543d81fec0864b447f633a87,f11dcdd8731f1e3d5109c45cd689aa25,61.31
"Hi Beth, I'm working on Strategic role and think your expertise in Marketing would be invaluable. Any interest in collaborating?","Hi Beth, your experience with Flask caught my eye. I think there might be valuable insights we could share given our complementary backgrounds.",Hello Beth! I saw you need help with mentorship. I've worked on technical mentorship for 15 years and would be happy to share insights. Let's connect?,collaboration,question,question,70.0,peer,dab73536d851c130486dce36754cd875_a92820f3d70c53c6af91f0e7ba4b92b2,dab73536d851c130486dce36754cd875,a92820f3d70c53c6af91f0e7ba4b92b2,60.17
"Hi Katie, I noticed you're hiring for VP Engineering. I know several talented Figma professionals who might be a fit. Want me to send them your way?",Hey Katie! Fellow Consulting professional here. I noticed we both care about Scikit-learn. I'd love to connect and potentially collaborate.,"Hi Katie, I see we both have experience with Scikit-learn. I'm curious how you've applied it at GrowthTech. Would you be willing to share your approach?",value_proposition,collaboration,question,71.66666666666667,value_exchange,c301fec4b5f3babbadc330e83b2a8479_e0701739c7824e8163b17181ebd957a3,c301fec4b5f3babbadc330e83b2a8479,e0701739c7824e8163b17181ebd957a3,60.47
"Martin, your career trajectory from early career to Head of Product is exactly the path I'm aiming for. Any chance you'd be willing to mentor someone earlier in their journey?","Hey Martin, your background in Computer Vision and Illustrator is impressive. I'm working on projects in Healthcare and could use advice from someone with your expertise. Mind if I pick your brain?","Hello Martin, we seem to have similar backgrounds in AWS. I've been following developments in AWS and would enjoy exchanging ideas with someone in your position.",mentorship_request,question,introduction,73.33333333333333,mentorship,56a5c75213010ee2de8daa1e415da79c_55a3dc42b73abd030df3b1c7cf62c6de,56a5c75213010ee2de8daa1e415da79c,55a3dc42b73abd030df3b1c7cf62c6de,60.11
"Hello Chelsea! I'm looking for guidance as I Advisory roles, and your background makes you the perfect person to learn from. Would you consider being a mentor?","Hey Chelsea, your background in C++ and Azure is impressive. I'm working on projects in Media and could use advice from someone with your expertise. Mind if I pick your brain?","Hi Chelsea! I came across your profile and was impressed by your work in Media. I'm a VP Engineering working on Advisory roles, and thought we might have some interesting synergies. Would love to connect!",mentorship_request,question,collaboration,76.66666666666667,mentorship,4d261e05661e2e49da2c90360e5a121f_827faf5ae7b654db4c374073348262e2,4d261e05661e2e49da2c90360e5a121f,827faf5ae7b654db4c374073348262e2,60.24
"Hello Jeffrey! I'm looking for guidance as I Build company, and your background makes you the perfect person to learn from. Would you consider being a mentor?","Hi Jeffrey, I see we both have experience with TypeScript. I'm curious how you've applied it at Apple. Would you be willing to share your approach?","Hello Jeffrey, we seem to have similar backgrounds in TypeScript. I've been following developments in TypeScript and would enjoy exchanging ideas with someone in your position.",mentorship_request,question,introduction,68.33333333333333,mentorship,82238fae38efe0604d061fa906842842_9bca2b73e5b973d59d4e3e855df4370f,82238fae38efe0604d061fa906842842,9bca2b73e5b973d59d4e3e855df4370f,60.67
"Tonya, your career trajectory from early career to COO is exactly the path I'm aiming for. Any chance you'd be willing to mentor someone earlier in their journey?","Tonya, I'm trying to break into Real Estate and noticed you've been successful there. What would you say was the most important factor in your career growth?","Hi Tonya! I came across your profile and was impressed by your work in Real Estate. I'm a Senior Engineer working on Scale impact, and thought we might have some interesting synergies. Would love to connect!",mentorship_request,introduction,collaboration,71.66666666666667,mentorship,63fde350b744786968ee5a267e4f07e5_e58f49231669731e3148098e2ba48788,63fde350b744786968ee5a267e4f07e5,e58f49231669731e3148098e2ba48788,60.9
"Hello Matthew! I'm looking for guidance as I Executive position, and your background makes you the perfect person to learn from. Would you consider being a mentor?","Matthew, I'm trying to break into Manufacturing and noticed you've been successful there. What would you say was the most important factor in your career growth?","Hi Matthew, your experience with Scikit-learn caught my eye. I think there might be valuable insights we could share given our complementary backgrounds.",mentorship_request,introduction,question,68.33333333333333,mentorship,1bf33982b9836a80153021be2c0cc858_8a13a9e0b46c9081facd42a2a143d17a,1bf33982b9836a80153021be2c0cc858,8a13a9e0b46c9081facd42a2a143d17a,60.02
Hello Dustin! I saw you need help with clients. I've worked on technical mentorship for 12 years and would be happy to share insights. Let's connect?,"Hello Dustin, we seem to have similar backgrounds in Node.js. I've been following developments in Node.js and would enjoy exchanging ideas with someone in your position.","Dustin, I'm trying to break into Healthcare and noticed you've been successful there. What would you say was the most important factor in your career growth?",question,introduction,introduction,68.33333333333333,value_exchange,143209221c37db57816b880d953e97e8_f2da59fd66dbac4ef2d06e1ef5554bac,143209221c37db57816b880d953e97e8,f2da59fd66dbac4ef2d06e1ef5554bac,60.02
"Nina, your career trajectory from early career to Chief Data Officer is exactly the path I'm aiming for. Any chance you'd be willing to mentor someone earlier in their journey?","Nina, I'm trying to break into Technology and noticed you've been successful there. What would you say was the most important factor in your career growth?","Hi Nina, your experience with React caught my eye. I think there might be valuable insights we could share given our complementary backgrounds.",mentorship_request,introduction,question,68.33333333333333,mentorship,5baefecac7dca362c65b8219d52aef73_d1f7b82e09a0119b6f08f508102ba7ea,5baefecac7dca362c65b8219d52aef73,d1f7b82e09a0119b6f08f508102ba7ea,60.43
"Hello Jeffrey! I'm looking for guidance as I Advisory roles, and your background makes you the perfect person to learn from. Would you consider being a mentor?","Hey Jeffrey, your background in NumPy and Django is impressive. I'm working on projects in E-commerce and could use advice from someone with your expertise. Mind if I pick your brain?",Hey Jeffrey! Fellow E-commerce professional here. I noticed we both care about TypeScript. I'd love to connect and potentially collaborate.,mentorship_request,question,collaboration,76.66666666666667,mentorship,a2f3d33f1e9273a44643872df7352102_67d3747183b07f5f6278fd180f1c2f28,a2f3d33f1e9273a44643872df7352102,67d3747183b07f5f6278fd180f1c2f28,60.09
"Hello Thomas! I'm looking for guidance as I Build company, and your background makes you the perfect person to learn from. Would you consider being a mentor?","Hi Thomas, I see we both have experience with React. I'm curious how you've applied it at Tesla. Would you be willing to share your approach?","Thomas, I see you're at Tesla - that's exciting! I'm working on something in the Energy space and thought you might find it interesting. Open to connecting?",mentorship_request,question,collaboration,75.0,mentorship,738792651a780a711b6f7509e957aa37_cfdb1568b1c32e18f82f247df0865a8e,738792651a780a711b6f7509e957aa37,cfdb1568b1c32e18f82f247df0865a8e,60.21
"Hello Valerie! I'm looking for guidance as I Scale impact, and your background makes you the perfect person to learn from. Would you consider being a mentor?","Hey Valerie, your background in Sales and PHP is impressive. I'm working on projects in Technology and could use advice from someone with your expertise. Mind if I pick your brain?","Hi Valerie, your experience with Google Cloud caught my eye. I think there might be valuable insights we could share given our complementary backgrounds.",mentorship_request,question,question,73.33333333333333,mentorship,042cf8c80b6c03fb9adfd593e530c3b5_ef2835a2548f384929066aa3ca9231b2,042cf8c80b6c03fb9adfd593e530c3b5,ef2835a2548f384929066aa3ca9231b2,61.14
"Karen, your career trajectory from early career to VP Engineering is exactly the path I'm aiming for. Any chance you'd be willing to mentor someone earlier in their journey?","Karen, I'm trying to break into Healthcare and noticed you've been successful there. What would you say was the most important factor in your career growth?",Hey Karen! Fellow Healthcare professional here. I noticed we both care about TypeScript. I'd love to connect and potentially collaborate.,mentorship_request,introduction,collaboration,71.66666666666667,mentorship,905cb842a64c5fcc8bb53a6844f49df9_4d42d07fb639517eb45372a267db73fa,905cb842a64c5fcc8bb53a6844f49df9,4d42d07fb639517eb45372a267db73fa,60.95
"Hi Debra, I noticed you're mentorship. I have connections in Energy that might be helpful. Would you be interested in an intro?","Hello Debra, we seem to have similar backgrounds in Data Science. I've been following developments in Data Science and would enjoy exchanging ideas with someone in your position.","Hi Debra, I see we both have experience with Data Science. I'm curious how you've applied it at NextGen. Would you be willing to share your approach?",value_proposition,introduction,question,71.66666666666667,value_exchange,53c2a4239a8340c091368c2731ac94c8_7c66c14f84d5cac8aa6cc1801a9ac70d,53c2a4239a8340c091368c2731ac94c8,7c66c14f84d5cac8aa6cc1801a9ac70d,60.0
"Hi Luis, I'm 20 years into my career in Transportation and would love to learn from someone with your experience. Would you be open to an occasional mentorship chat?","Hi Luis, I see we both have experience with TypeScript. I'm curious how you've applied it at Tesla. Would you be willing to share your approach?","Hi Luis, your experience with TypeScript caught my eye. I think there might be valuable insights we could share given our complementary backgrounds.",question,question,question,71.66666666666667,mentorship,5389e2758277e10cd9c942fe29c652e6_00318057cf1c6b2e195f3e64f8eaa589,5389e2758277e10cd9c942fe29c652e6,00318057cf1c6b2e195f3e64f8eaa589,60.5
"Hi Kayla, I'm 16 years into my career in Education and would love to learn from someone with your experience. Would you be open to an occasional mentorship chat?","Hey Kayla, your background in C# and Vue.js is impressive. I'm working on projects in Education and could use advice from someone with your expertise. Mind if I pick your brain?",Hey Kayla! Fellow Education professional here. I noticed we both care about Pandas. I'd love to connect and potentially collaborate.,question,question,collaboration,85.0,mentorship,66e0fa5fcb9b06b3c42f541f1b6ec27e_662185b40ed7924f8861e6d423942662,66e0fa5fcb9b06b3c42f541f1b6ec27e,662185b40ed7924f8861e6d423942662,61.21
